Session Trial TargetID ImageVersion DistractorID Response Correct ResposeTime
0 1 12 2 0 0 0 0.0000
0 2 5 2 0 0 0 0.0000
0 3 14 1 0 0 0 0.0000
0 4 22 2 0 0 0 0.0000
0 5 19 1 0 0 0 0.0000
0 6 13 1 0 0 0 0.0000
0 7 6 1 0 0 0 0.0000
0 8 8 1 0 0 0 0.0000
0 9 4 1 0 0 0 0.0000
0 10 23 1 0 0 0 0.0000
0 11 10 2 0 0 0 0.0000
0 12 18 2 0 0 0 0.0000
1 1 13 2 9 2 0 3.7446
1 2 22 1 21 1 1 2.4840
1 3 18 1 11 1 1 8.5742
1 4 6 2 1 1 0 4.4938
1 5 14 2 24 1 1 6.9148
1 6 5 1 16 2 1 7.7419
1 7 19 2 7 2 1 5.2794
1 8 23 2 17 1 1 7.9843
1 9 4 2 2 1 1 4.0491
1 10 12 1 3 1 0 8.2102
1 11 8 2 15 2 1 4.8323
1 12 10 1 20 1 1 4.0410
